dataset	algorithm	proc	n_edges	GS_src	n_TFs	pred_TFs
zhao_GSE114952	LEAP	normalized	10000	mESC_lit	0	NA
zhao_GSE114952	LEAP	normalized	50000	mESC_lit	0	NA
jackson_GSE125162	LEAP	normalized	5000	hu	0	NA
jackson_GSE125162	LEAP	normalized	10000	hu	3	YGL073W,YIL036W,YJL110C
jackson_GSE125162	LEAP	normalized	50000	hu	9	YDR310C,YDR477W,YGL073W,YIL036W,YIL131C,YNL199C,YOL004W,YOR213C,YOR290C
jackson_GSE125162	LEAP	normalized	5000	mac2	3	YDR253C,YJL089W,YKL109W
jackson_GSE125162	LEAP	normalized	10000	mac2	4	YDR253C,YER040W,YKL109W,YNL199C
jackson_GSE125162	LEAP	normalized	50000	mac2	11	YDL056W,YDR259C,YDR310C,YEL009C,YER040W,YKL109W,YKL185W,YLR256W,YNL199C,YNL309W,YPR065W
jackson_GSE125162	LEAP	normalized	5000	yeastract_c3	6	YDR253C,YFL021W,YJL110C,YKL109W,YKR034W,YMR280C
jackson_GSE125162	LEAP	normalized	10000	yeastract_c3	6	YDR253C,YER040W,YFL021W,YKL109W,YKR034W,YMR280C
jackson_GSE125162	LEAP	normalized	50000	yeastract_c3	15	YBL021C,YDR207C,YDR216W,YDR310C,YEL009C,YER040W,YFL021W,YGL237C,YHR084W,YKL062W,YKL109W,YKR034W,YML007W,YMR280C,YNL199C
jackson_GSE125162	LEAP	normalized	5000	yeastract_t2	7	YBL021C,YDR253C,YFL021W,YKL062W,YKL109W,YKR034W,YMR280C
jackson_GSE125162	LEAP	normalized	10000	yeastract_t2	5	YDR253C,YKL062W,YKL109W,YKR034W,YMR280C
jackson_GSE125162	LEAP	normalized	50000	yeastract_t2	15	YDR096W,YDR207C,YDR253C,YDR310C,YEL009C,YER040W,YGL237C,YHR084W,YIR017C,YKL062W,YKL109W,YKR034W,YML007W,YMR280C,YNL199C
jackson_GSE125162	LEAP	normalized	5000	yeast_chipunion	5	YBL021C,YEL009C,YKL109W,YKL185W,YMR280C
jackson_GSE125162	LEAP	normalized	10000	yeast_chipunion	8	YBL021C,YDR253C,YEL009C,YKL109W,YKL185W,YMR280C,YOR028C,YPL133C
jackson_GSE125162	LEAP	normalized	50000	yeast_chipunion	17	YBL021C,YDR253C,YDR259C,YEL009C,YER040W,YGL237C,YIR018W,YJL103C,YKL043W,YKL109W,YKL185W,YLR256W,YML007W,YNL199C,YOR028C,YOR358W,YPL133C
jackson_GSE125162	LEAP	normalized	5000	yeast_KDUnion	9	YDL020C,YEL009C,YIL101C,YKL109W,YKL185W,YKR034W,YML007W,YMR280C,YPR065W
jackson_GSE125162	LEAP	normalized	10000	yeast_KDUnion	13	YDL020C,YDR253C,YEL009C,YIL036W,YIL101C,YJL110C,YKL062W,YKL109W,YKL185W,YKR034W,YML007W,YMR280C,YPR065W
jackson_GSE125162	LEAP	normalized	50000	yeast_KDUnion	28	YDL020C,YDR213W,YDR216W,YDR253C,YDR477W,YEL009C,YER040W,YGL073W,YGR044C,YIL036W,YIL101C,YIR033W,YJL110C,YKL062W,YKL109W,YKR034W,YLR256W,YML007W,YMR043W,YMR280C,YNL103W,YNL199C,YOL004W,YOL108C,YOR032C,YOR290C,YPR065W,YPR199C
jackson_GSE125162	LEAP	normalized	5000	yeast_chipunion_KDUnion_intersect	2	YDR253C,YKL109W
jackson_GSE125162	LEAP	normalized	10000	yeast_chipunion_KDUnion_intersect	2	YER040W,YKL109W
jackson_GSE125162	LEAP	normalized	50000	yeast_chipunion_KDUnion_intersect	4	YDR310C,YER040W,YHR084W,YKL109W
gasch_GSE102475	MERLIN	normalized	5000	hu	2	YEL009C,YGL073W
gasch_GSE102475	MERLIN	normalized	10000	hu	1	YGL073W
gasch_GSE102475	MERLIN	normalized	50000	hu	4	YER130C,YER161C,YGL073W,YNL216W
gasch_GSE102475	MERLIN	normalized	5000	mac2	0	NA
gasch_GSE102475	MERLIN	normalized	10000	mac2	2	YLR131C,YNL216W
gasch_GSE102475	MERLIN	normalized	50000	mac2	5	YLR131C,YLR403W,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	5000	yeastract_c3	2	YLR223C,YMR037C
gasch_GSE102475	MERLIN	normalized	10000	yeastract_c3	4	YLR223C,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	50000	yeastract_c3	4	YLR223C,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	5000	yeastract_t2	2	YLR223C,YMR037C
gasch_GSE102475	MERLIN	normalized	10000	yeastract_t2	4	YLR223C,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	50000	yeastract_t2	4	YLR223C,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	5000	yeast_chipunion	1	YLR223C
gasch_GSE102475	MERLIN	normalized	10000	yeast_chipunion	1	YLR223C
gasch_GSE102475	MERLIN	normalized	50000	yeast_chipunion	5	YLR223C,YLR403W,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	5000	yeast_KDUnion	3	YEL009C,YML007W,YMR037C
gasch_GSE102475	MERLIN	normalized	10000	yeast_KDUnion	4	YEL009C,YGL073W,YML007W,YMR037C
gasch_GSE102475	MERLIN	normalized	50000	yeast_KDUnion	9	YDL020C,YEL009C,YGL073W,YHL025W,YIL101C,YML007W,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	5000	yeast_chipunion_KDUnion_intersect	2	YMR037C,YPR104C
gasch_GSE102475	MERLIN	normalized	10000	yeast_chipunion_KDUnion_intersect	4	YLR403W,YMR037C,YNL216W,YPR104C
gasch_GSE102475	MERLIN	normalized	50000	yeast_chipunion_KDUnion_intersect	3	YLR403W,YNL216W,YPR104C
han_GSE107552	MERLIN	normalized	5000	hESC_encodechip	7	CHD1,CHD7,EGR1,JUN,JUND,POU5F1,TBP
han_GSE107552	MERLIN	normalized	10000	hESC_encodechip	13	CEBPB,CHD1,CHD7,EGR1,JUN,JUND,MYC,NANOG,POU5F1,SRF,TAF7,TBP,USF2
han_GSE107552	MERLIN	normalized	50000	hESC_encodechip	17	CBX8,CEBPB,CHD1,CHD7,CTBP2,EGR1,EP300,JUND,MYC,NANOG,POLR2A,POU5F1,SAP30,SRF,TAF7,TBP,TEAD4
han_GSE107552	MERLIN	normalized	5000	hESC_escapechip	3	CDX2,NANOG,POU5F1
han_GSE107552	MERLIN	normalized	10000	hESC_escapechip	7	CDX2,E2F4,MYC,MYCN,NANOG,POU5F1,SOX2
han_GSE107552	MERLIN	normalized	50000	hESC_escapechip	10	CDX2,E2F4,GLI1,MYC,MYCN,NANOG,POU5F1,SALL4,SOX2,TBX3
han_GSE107552	MERLIN	normalized	5000	hESC_chipunion	4	CDX2,CHD1,POU5F1,SOX2
han_GSE107552	MERLIN	normalized	10000	hESC_chipunion	15	CDX2,CEBPB,CHD1,CHD7,EGR1,JUN,JUND,MYC,MYCN,NANOG,POU5F1,SRF,TAF7,TBP,ZFP42
han_GSE107552	MERLIN	normalized	50000	hESC_chipunion	25	CBX8,CDX2,CEBPB,CHD1,CHD7,CTBP2,E2F4,EGR1,JARID2,JUND,KLF4,MYC,MYCN,NANOG,POU5F1,RFX5,SAP30,SRF,TAF1,TAF7,TBP,TBX3,TEAD4,TRIM28,ZFP42
han_GSE107552	MERLIN	normalized	5000	hESC_logof	5	ASCL1,GATA3,OTX2,POU5F1,TBX3
han_GSE107552	MERLIN	normalized	10000	hESC_logof	7	ASCL1,GATA3,JARID2,OTX2,POU5F1,SOX9,TBX3
han_GSE107552	MERLIN	normalized	50000	hESC_logof	5	GATA3,JARID2,KLF5,POU5F1,TBX3
han_GSE107552	MERLIN	normalized	5000	hESC_nishiyama	13	ASCL1,EOMES,FOXC1,HESX1,HNF4A,HOXA2,IRF2,NR2F2,OTX2,POU5F1,SOX11,SOX2,SOX7
han_GSE107552	MERLIN	normalized	10000	hESC_nishiyama	12	ASCL1,FOXC1,GATA3,HESX1,HNF4A,HOXA2,NR2F2,POU5F1,SALL4,SOX11,SOX2,SOX7
han_GSE107552	MERLIN	normalized	50000	hESC_nishiyama	14	ASCL1,ATF3,DLX3,FOSL2,FOXA1,FOXC1,GATA3,HESX1,HNF4A,HOXA9,NKX2-5,NR2F2,POU5F1,SOX7
han_GSE107552	MERLIN	normalized	5000	hESC_KDUnion	14	ASCL1,EOMES,FOXC1,HESX1,HNF4A,HOXA2,IRF2,NR2F2,OTX2,POU5F1,SOX11,SOX2,SOX7,TBX3
han_GSE107552	MERLIN	normalized	10000	hESC_KDUnion	13	ASCL1,FOXC1,GATA3,HESX1,HNF4A,HOXA2,NR2F2,OTX2,POU5F1,SOX11,SOX2,SOX7,TBX3
han_GSE107552	MERLIN	normalized	50000	hESC_KDUnion	21	ASCL1,ATF3,DLX3,FOSL2,FOXA1,FOXC1,FOXJ2,GATA3,HESX1,HNF4A,HOXA9,IRF2,JARID2,KLF9,NKX2-5,NR2F2,POU5F1,SOX7,SOX9,TBX3,ZFX
han_GSE107552	MERLIN	normalized	5000	hESC_chipunion_KDUnion_intersect	2	CDX2,POU5F1
han_GSE107552	MERLIN	normalized	10000	hESC_chipunion_KDUnion_intersect	1	POU5F1
han_GSE107552	MERLIN	normalized	50000	hESC_chipunion_KDUnion_intersect	2	CDX2,POU5F1
han_GSE107552	MERLIN	normalized	5000	hESC_lit	0	NA
han_GSE107552	MERLIN	normalized	10000	hESC_lit	0	NA
han_GSE107552	MERLIN	normalized	50000	hESC_lit	0	NA
sridharan_A2S	MERLIN	normalized	5000	mESC_escapechip	15	E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	10000	mESC_escapechip	19	E2f4,Esrrb,Klf2,Klf4,Klf5,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tbx3,Yy1,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	50000	mESC_escapechip	20	E2f4,Esrrb,Klf2,Klf4,Klf5,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Stat3,Tcf3,Yy1,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	5000	mESC_encodechip	0	NA
sridharan_A2S	MERLIN	normalized	10000	mESC_encodechip	0	NA
sridharan_A2S	MERLIN	normalized	50000	mESC_encodechip	0	NA
sridharan_A2S	MERLIN	normalized	5000	mESC_chipunion	15	E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	10000	mESC_chipunion	19	E2f4,Esrrb,Klf2,Klf4,Klf5,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tbx3,Yy1,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	50000	mESC_chipunion	20	E2f4,Esrrb,Klf2,Klf4,Klf5,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Stat3,Tcf3,Yy1,Zfp42,Zfx,Zic3
sridharan_A2S	MERLIN	normalized	5000	mESC_logof	14	Esrrb,Gata3,Jarid2,Klf5,Mef2c,Myc,Nanog,Nr0b1,Nrip1,Otx2,Pou5f1,Sox2,Sox9,Tbx3
sridharan_A2S	MERLIN	normalized	10000	mESC_logof	18	Eomes,Esrrb,Gata3,Jarid2,Klf4,Klf5,Mef2c,Myc,Nanog,Nr0b1,Nr5a2,Otx2,Pou5f1,Sall4,Sox2,Sox9,Tbx3,Zfp281
sridharan_A2S	MERLIN	normalized	50000	mESC_logof	9	Esrrb,Jarid2,Mef2c,Nanog,Nr0b1,Pou5f1,Sox2,Sox9,Tbx3
sridharan_A2S	MERLIN	normalized	5000	mESC_nishiyama	9	Dmrt1,Esrrb,Fosl2,Gata2,Lhx2,Nr0b1,Sox11,Sox2,Zic1
sridharan_A2S	MERLIN	normalized	10000	mESC_nishiyama	15	Dmrt1,Esrrb,Fosl2,Foxc1,Gata2,Gbx2,Lhx2,Mef2c,Nr0b1,Otx2,Pou5f1,Sox11,Sox2,Trp53,Zic1
sridharan_A2S	MERLIN	normalized	50000	mESC_nishiyama	23	Atf3,Dmrt1,Esrrb,Fosl2,Foxc1,Foxg1,Gata2,Gbx2,Jun,Klf4,Lhx2,Mef2c,Nr0b1,Nr5a2,Otx2,Pou5f1,Smad7,Sox11,Sox2,Sox9,Trim24,Trp53,Zic1
sridharan_A2S	MERLIN	normalized	5000	mESC_KDUnion	13	Dmrt1,Esrrb,Fosl2,Gata2,Gata3,Jarid2,Lhx2,Nanog,Nr0b1,Otx2,Sox11,Sox2,Zic1
sridharan_A2S	MERLIN	normalized	10000	mESC_KDUnion	19	Dmrt1,Esrrb,Fosl2,Foxc1,Gata2,Gata3,Gbx2,Jarid2,Klf5,Lhx2,Mef2c,Nanog,Nr0b1,Otx2,Pou5f1,Sox11,Sox2,Trp53,Zic1
sridharan_A2S	MERLIN	normalized	50000	mESC_KDUnion	29	Atf3,Dmrt1,Esrrb,Fosl2,Foxc1,Foxg1,Gata2,Gata3,Gbx2,Jarid2,Jun,Klf4,Lhx2,Mef2c,Nanog,Nr0b1,Nr5a2,Otx2,Pou5f1,Sall4,Smad7,Sox11,Sox2,Sox9,Tbx3,Trim24,Trp53,Zfp281,Zic1
sridharan_A2S	MERLIN	normalized	5000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sox2
sridharan_A2S	MERLIN	normalized	10000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sox2
sridharan_A2S	MERLIN	normalized	50000	mESC_chipunion_KDUnion_intersect	10	Esrrb,Klf4,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tcf3,Zfp281
sridharan_A2S	MERLIN	normalized	5000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_A2S	MERLIN	normalized	10000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_A2S	MERLIN	normalized	50000	mESC_ATAC_Day4Day6Union	2	Mycn,Sox2
sridharan_A2S	MERLIN	normalized	5000	mESC_lit	2	Sall4,Sox2
sridharan_A2S	MERLIN	normalized	10000	mESC_lit	2	Sall4,Sox2
sridharan_A2S	MERLIN	normalized	50000	mESC_lit	2	Sall4,Sox2
sridharan_FBS	MERLIN	normalized	5000	mESC_escapechip	10	E2f4,Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfx
sridharan_FBS	MERLIN	normalized	10000	mESC_escapechip	12	E2f4,Esrrb,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfx,Zic3
sridharan_FBS	MERLIN	normalized	50000	mESC_escapechip	17	Chd1,E2f4,Esrrb,Klf4,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Tcf3,Zfp42,Zfx,Zic3
sridharan_FBS	MERLIN	normalized	5000	mESC_encodechip	0	NA
sridharan_FBS	MERLIN	normalized	10000	mESC_encodechip	0	NA
sridharan_FBS	MERLIN	normalized	50000	mESC_encodechip	0	NA
sridharan_FBS	MERLIN	normalized	5000	mESC_chipunion	10	E2f4,Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfx
sridharan_FBS	MERLIN	normalized	10000	mESC_chipunion	12	E2f4,Esrrb,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Zfx,Zic3
sridharan_FBS	MERLIN	normalized	50000	mESC_chipunion	17	Chd1,E2f4,Esrrb,Klf4,Max,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Tcf3,Zfp42,Zfx,Zic3
sridharan_FBS	MERLIN	normalized	5000	mESC_logof	8	Esrrb,Jarid2,Nanog,Nr5a2,Otx2,Pou5f1,Sall4,Sox2
sridharan_FBS	MERLIN	normalized	10000	mESC_logof	11	Esrrb,Jarid2,Klf5,Nanog,Nr0b1,Nr5a2,Otx2,Pou5f1,Sall4,Sox2,Sox9
sridharan_FBS	MERLIN	normalized	50000	mESC_logof	14	Esrrb,Etv3,Gata3,Jarid2,Klf4,Mef2c,Nanog,Nr0b1,Otx2,Pou5f1,Sall4,Sox2,Sox9,Tbx3
sridharan_FBS	MERLIN	normalized	5000	mESC_nishiyama	13	Dmrt1,Esrrb,Foxc1,Id1,Mybl2,Nanog,Nr0b1,Nr5a2,Otx2,Pou5f1,Sox2,Stat3,Zic1
sridharan_FBS	MERLIN	normalized	10000	mESC_nishiyama	16	Dmrt1,Esrrb,Foxc1,Gadd45a,Gbx2,Jun,Lhx2,Nanog,Nr0b1,Nr2f1,Nr5a2,Otx2,Pou5f1,Sox2,Stat3,Zic1
sridharan_FBS	MERLIN	normalized	50000	mESC_nishiyama	20	Atf3,Dmrt1,Esrrb,Foxc1,Foxg1,Gbx2,Lhx2,Mybl2,Nanog,Nr0b1,Nr2f1,Nr5a2,Otx2,Pou5f1,Sall4,Sox11,Sox2,Sox9,Trp53,Zic1
sridharan_FBS	MERLIN	normalized	5000	mESC_KDUnion	10	Dmrt1,Esrrb,Foxc1,Nanog,Nr0b1,Otx2,Pou5f1,Sall4,Sox2,Zic1
sridharan_FBS	MERLIN	normalized	10000	mESC_KDUnion	17	Dmrt1,Esrrb,Foxc1,Gadd45a,Gbx2,Jarid2,Jun,Lhx2,Nanog,Nr0b1,Nr2f1,Nr5a2,Otx2,Pou5f1,Sall4,Sox2,Zic1
sridharan_FBS	MERLIN	normalized	50000	mESC_KDUnion	24	Atf3,Dmrt1,Esrrb,Foxc1,Foxg1,Gbx2,Jarid2,Jun,Klf4,Klf5,Lhx2,Mef2c,Nanog,Nr0b1,Nr2f1,Nr5a2,Otx2,Pou5f1,Sall4,Sox11,Sox2,Sox9,Trp53,Zic1
sridharan_FBS	MERLIN	normalized	5000	mESC_chipunion_KDUnion_intersect	8	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3,Zfp42
sridharan_FBS	MERLIN	normalized	10000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2
sridharan_FBS	MERLIN	normalized	50000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2
sridharan_FBS	MERLIN	normalized	5000	mESC_ATAC_Day4Day6Union	1	Fosl2
sridharan_FBS	MERLIN	normalized	10000	mESC_ATAC_Day4Day6Union	1	Fosl2
sridharan_FBS	MERLIN	normalized	50000	mESC_ATAC_Day4Day6Union	0	NA
sridharan_FBS	MERLIN	normalized	5000	mESC_lit	0	NA
sridharan_FBS	MERLIN	normalized	10000	mESC_lit	0	NA
sridharan_FBS	MERLIN	normalized	50000	mESC_lit	0	NA
shalek_GSE48968	MERLIN	normalized	5000	mDC_chipunion	9	Atf3,Irf2,Junb,Maff,Nfkb1,Rel,Relb,Stat1,Stat3
shalek_GSE48968	MERLIN	normalized	10000	mDC_chipunion	11	Atf3,Atf4,Cebpb,Irf2,Maff,Nfkb1,Rel,Relb,Stat1,Stat2,Stat3
shalek_GSE48968	MERLIN	normalized	50000	mDC_chipunion	11	Atf3,Cebpb,Ets2,Irf1,Irf2,Nfkb1,Rel,Relb,Stat1,Stat2,Stat3
shalek_GSE48968	MERLIN	normalized	5000	mDC_KDUnion	8	Atf3,Cebpb,Irf1,Jak2,Maff,Nfkb1,Rel,Stat2
shalek_GSE48968	MERLIN	normalized	10000	mDC_KDUnion	11	Atf3,Cebpb,Ets2,Hif1a,Irf1,Maff,Nfkb1,Rel,Rela,Relb,Stat2
shalek_GSE48968	MERLIN	normalized	50000	mDC_KDUnion	8	Cebpb,Ets2,Hif1a,Irf1,Maff,Nfkb1,Rel,Stat2
shalek_GSE48968	MERLIN	normalized	5000	mDC_chipunion_KDUnion_intersect	11	Atf3,Cebpb,Irf1,Irf2,Maff,Nfkb1,Rel,Rela,Relb,Stat1,Stat2
shalek_GSE48968	MERLIN	normalized	10000	mDC_chipunion_KDUnion_intersect	12	Atf3,Cebpb,Ets2,Irf1,Irf2,Maff,Nfkb1,Rel,Relb,Stat1,Stat2,Stat3
shalek_GSE48968	MERLIN	normalized	50000	mDC_chipunion_KDUnion_intersect	12	Atf3,Cebpb,Ets2,Hif1a,Irf1,Irf2,Nfkb1,Rel,Relb,Stat1,Stat2,Stat3
zhao_GSE114952	MERLIN	normalized	5000	mESC_escapechip	12	Cdx2,Chd1,E2f4,Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3,Tbx3,Zfp42
zhao_GSE114952	MERLIN	normalized	10000	mESC_escapechip	15	Cdx2,Chd1,E2f4,Esrrb,Klf4,Max,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3,Zfp42,Zic3
zhao_GSE114952	MERLIN	normalized	50000	mESC_escapechip	16	Chd1,E2f4,Esrrb,Klf4,Max,Myc,Nanog,Nr0b1,Pou5f1,Prdm14,Sox2,Tbx3,Yy1,Zfp42,Zfx,Zic3
zhao_GSE114952	MERLIN	normalized	5000	mESC_encodechip	0	NA
zhao_GSE114952	MERLIN	normalized	10000	mESC_encodechip	0	NA
zhao_GSE114952	MERLIN	normalized	50000	mESC_encodechip	0	NA
zhao_GSE114952	MERLIN	normalized	5000	mESC_chipunion	12	Cdx2,Chd1,E2f4,Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3,Tbx3,Zfp42
zhao_GSE114952	MERLIN	normalized	10000	mESC_chipunion	15	Cdx2,Chd1,E2f4,Esrrb,Klf4,Max,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3,Zfp42,Zic3
zhao_GSE114952	MERLIN	normalized	50000	mESC_chipunion	16	Chd1,E2f4,Esrrb,Klf4,Max,Myc,Nanog,Nr0b1,Pou5f1,Prdm14,Sox2,Tbx3,Yy1,Zfp42,Zfx,Zic3
zhao_GSE114952	MERLIN	normalized	5000	mESC_logof	9	Eomes,Esrrb,Gata3,Id1,Myod1,Nanog,Otx2,Pou5f1,Sox2
zhao_GSE114952	MERLIN	normalized	10000	mESC_logof	10	Ascl2,Esrrb,Gata3,Myod1,Nanog,Otx2,Pou5f1,Sox17,Sox2,T
zhao_GSE114952	MERLIN	normalized	50000	mESC_logof	13	Ascl1,Ascl2,Eomes,Gata3,Mef2c,Myc,Myod1,Nanog,Nr0b1,Otx2,Pou5f1,Sox2,T
zhao_GSE114952	MERLIN	normalized	5000	mESC_nishiyama	9	Atf3,Cdx2,Gata2,Gata3,Myod1,Nanog,Pou5f1,Sox11,Sox2
zhao_GSE114952	MERLIN	normalized	10000	mESC_nishiyama	15	Atf3,Cdx2,Dmrt1,Eomes,Gata2,Gata3,Gbx2,Hesx1,Myod1,Nanog,Otx2,Pou5f1,Sox11,Sox2,Trim24
zhao_GSE114952	MERLIN	normalized	50000	mESC_nishiyama	23	Ascl1,Atf3,Cdx2,Dlx3,Dmrt1,Eomes,Foxc1,Gata2,Gata3,Hesx1,Hnf4a,Hoxa9,Mef2c,Myc,Myod1,Nr0b1,Nr2f1,Otx2,Pou5f1,Sox11,Sox2,Sox7,Zic1
zhao_GSE114952	MERLIN	normalized	5000	mESC_KDUnion	12	Atf3,Cdx2,Dmrt1,Gata2,Gata3,Id1,Myod1,Nanog,Otx2,Pou5f1,Sox11,Sox2
zhao_GSE114952	MERLIN	normalized	10000	mESC_KDUnion	17	Atf3,Cdx2,Dmrt1,Eomes,Esrrb,Gata2,Gata3,Gbx2,Hesx1,Id1,Myod1,Nanog,Otx2,Pou5f1,Sox11,Sox2,Trim24
zhao_GSE114952	MERLIN	normalized	50000	mESC_KDUnion	25	Ascl1,Ascl2,Atf3,Cdx2,Dlx3,Dmrt1,Esrrb,Foxc1,Gata2,Gata3,Hesx1,Hnf4a,Hoxa9,Mef2c,Myod1,Nanog,Nr0b1,Nr2f1,Otx2,Pou5f1,Sox11,Sox17,Sox2,T,Zic1
zhao_GSE114952	MERLIN	normalized	5000	mESC_chipunion_KDUnion_intersect	4	Nanog,Nr0b1,Sox2,Stat3
zhao_GSE114952	MERLIN	normalized	10000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sox2
zhao_GSE114952	MERLIN	normalized	50000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Myc,Nanog,Nr0b1,Pou5f1,Sox2
zhao_GSE114952	MERLIN	normalized	5000	mESC_ATAC_Day4Day6Union	0	NA
zhao_GSE114952	MERLIN	normalized	10000	mESC_ATAC_Day4Day6Union	1	Atf3
zhao_GSE114952	MERLIN	normalized	50000	mESC_ATAC_Day4Day6Union	1	Gata3
zhao_GSE114952	MERLIN	normalized	5000	mESC_lit	0	NA
zhao_GSE114952	MERLIN	normalized	10000	mESC_lit	0	NA
zhao_GSE114952	MERLIN	normalized	50000	mESC_lit	0	NA
jackson_GSE125162	MERLIN	normalized	5000	hu	2	YDR043C,YLR131C
jackson_GSE125162	MERLIN	normalized	10000	hu	3	YHL020C,YJL110C,YLR131C
jackson_GSE125162	MERLIN	normalized	50000	hu	8	YAL051W,YER111C,YGL166W,YIL036W,YLR131C,YLR451W,YMR043W,YOR290C
jackson_GSE125162	MERLIN	normalized	5000	mac2	10	YDR146C,YDR253C,YEL009C,YFL021W,YJL089W,YKL109W,YKL185W,YLR131C,YNL309W,YPL089C
jackson_GSE125162	MERLIN	normalized	10000	mac2	15	YBL021C,YDR146C,YDR253C,YEL009C,YER040W,YER111C,YFL021W,YIL131C,YJL089W,YKL109W,YKL185W,YLR131C,YLR451W,YNL309W,YPL038W
jackson_GSE125162	MERLIN	normalized	50000	mac2	13	YBL021C,YDR146C,YDR253C,YDR259C,YEL009C,YER040W,YER111C,YIL131C,YKL109W,YLR451W,YNL199C,YNL216W,YPR065W
jackson_GSE125162	MERLIN	normalized	5000	yeastract_c3	17	YDR146C,YDR216W,YDR253C,YDR421W,YEL009C,YER111C,YFL021W,YIR017C,YIR033W,YKL062W,YKL109W,YKR034W,YLR131C,YMR280C,YNL068C,YNL314W,YPL089C
jackson_GSE125162	MERLIN	normalized	10000	yeastract_c3	20	YDL170W,YDR146C,YDR216W,YDR253C,YDR421W,YEL009C,YER040W,YER111C,YFL021W,YIR017C,YIR033W,YKL062W,YKL109W,YKR034W,YLR131C,YMR280C,YNL068C,YNL314W,YOR028C,YPL089C
jackson_GSE125162	MERLIN	normalized	50000	yeastract_c3	11	YDR146C,YDR216W,YEL009C,YER040W,YER111C,YKL062W,YKL109W,YLR131C,YMR280C,YNL068C,YPL089C
jackson_GSE125162	MERLIN	normalized	5000	yeastract_t2	18	YBL021C,YDR146C,YDR216W,YDR253C,YDR421W,YEL009C,YER111C,YFL021W,YHL020C,YIR017C,YIR033W,YKL062W,YKL109W,YKR034W,YLR131C,YMR280C,YNL068C,YPL089C
jackson_GSE125162	MERLIN	normalized	10000	yeastract_t2	20	YBL021C,YDR146C,YDR216W,YDR253C,YEL009C,YER040W,YER111C,YFL021W,YHL020C,YIL131C,YIR017C,YIR033W,YJL110C,YKL062W,YKL109W,YKR034W,YLR131C,YMR280C,YNL068C,YPL089C
jackson_GSE125162	MERLIN	normalized	50000	yeastract_t2	17	YDR146C,YDR216W,YDR253C,YEL009C,YER040W,YER111C,YIL131C,YIR017C,YIR033W,YKL062W,YKL109W,YKR034W,YLR131C,YMR016C,YMR280C,YNL068C,YPL089C
