dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
jackson_GSE125162	PIDC	normalized	1000	mac2	0.0620	0.0169	0.0266
jackson_GSE125162	PIDC	normalized	3000	mac2	0.0420	0.0344	0.0378
jackson_GSE125162	PIDC	normalized	5000	mac2	0.0354	0.0484	0.0409
jackson_GSE125162	PIDC	normalized	10000	mac2	0.0310	0.0847	0.0454
jackson_GSE125162	PIDC	normalized	30000	mac2	0.0269	0.2208	0.0480
jackson_GSE125162	PIDC	normalized	50000	mac2	0.0242	0.3312	0.0452
jackson_GSE125162	PIDC	normalized	100	yeastract_c3	0.0700	0.0019	0.0037
jackson_GSE125162	PIDC	normalized	300	yeastract_c3	0.1167	0.0095	0.0176
jackson_GSE125162	PIDC	normalized	500	yeastract_c3	0.0900	0.0122	0.0216
jackson_GSE125162	PIDC	normalized	1000	yeastract_c3	0.0710	0.0193	0.0304
jackson_GSE125162	PIDC	normalized	3000	yeastract_c3	0.0497	0.0406	0.0447
jackson_GSE125162	PIDC	normalized	5000	yeastract_c3	0.0434	0.0591	0.0500
jackson_GSE125162	PIDC	normalized	10000	yeastract_c3	0.0348	0.0947	0.0509
jackson_GSE125162	PIDC	normalized	30000	yeastract_c3	0.0247	0.2017	0.0440
jackson_GSE125162	PIDC	normalized	50000	yeastract_c3	0.0212	0.2880	0.0394
jackson_GSE125162	PIDC	normalized	100	yeastract_t2	0.0400	0.0010	0.0019
jackson_GSE125162	PIDC	normalized	300	yeastract_t2	0.1067	0.0079	0.0147
jackson_GSE125162	PIDC	normalized	500	yeastract_t2	0.0980	0.0121	0.0215
jackson_GSE125162	PIDC	normalized	1000	yeastract_t2	0.0730	0.0180	0.0289
jackson_GSE125162	PIDC	normalized	3000	yeastract_t2	0.0523	0.0388	0.0446
jackson_GSE125162	PIDC	normalized	5000	yeastract_t2	0.0440	0.0543	0.0486
jackson_GSE125162	PIDC	normalized	10000	yeastract_t2	0.0336	0.0830	0.0478
jackson_GSE125162	PIDC	normalized	30000	yeastract_t2	0.0232	0.1719	0.0409
jackson_GSE125162	PIDC	normalized	50000	yeastract_t2	0.0204	0.2520	0.0377
jackson_GSE125162	PIDC	normalized	100	yeast_chipunion	0.0800	0.0003	0.0007
jackson_GSE125162	PIDC	normalized	300	yeast_chipunion	0.1333	0.0016	0.0032
jackson_GSE125162	PIDC	normalized	500	yeast_chipunion	0.1220	0.0025	0.0049
jackson_GSE125162	PIDC	normalized	1000	yeast_chipunion	0.0870	0.0036	0.0069
jackson_GSE125162	PIDC	normalized	3000	yeast_chipunion	0.0700	0.0086	0.0154
jackson_GSE125162	PIDC	normalized	5000	yeast_chipunion	0.0618	0.0127	0.0211
jackson_GSE125162	PIDC	normalized	10000	yeast_chipunion	0.0544	0.0223	0.0317
jackson_GSE125162	PIDC	normalized	30000	yeast_chipunion	0.0459	0.0566	0.0507
jackson_GSE125162	PIDC	normalized	50000	yeast_chipunion	0.0420	0.0862	0.0565
jackson_GSE125162	PIDC	normalized	100	yeast_KDUnion	0.1900	0.0007	0.0014
jackson_GSE125162	PIDC	normalized	300	yeast_KDUnion	0.2033	0.0022	0.0044
jackson_GSE125162	PIDC	normalized	500	yeast_KDUnion	0.1960	0.0036	0.0070
jackson_GSE125162	PIDC	normalized	1000	yeast_KDUnion	0.1560	0.0057	0.0110
jackson_GSE125162	PIDC	normalized	3000	yeast_KDUnion	0.1130	0.0124	0.0224
jackson_GSE125162	PIDC	normalized	5000	yeast_KDUnion	0.1044	0.0191	0.0323
jackson_GSE125162	PIDC	normalized	10000	yeast_KDUnion	0.0834	0.0305	0.0447
jackson_GSE125162	PIDC	normalized	30000	yeast_KDUnion	0.0594	0.0652	0.0622
jackson_GSE125162	PIDC	normalized	50000	yeast_KDUnion	0.0498	0.0912	0.0644
jackson_GSE125162	PIDC	normalized	100	yeast_chipunion_KDUnion_intersect	0.0300	0.0011	0.0022
jackson_GSE125162	PIDC	normalized	300	yeast_chipunion_KDUnion_intersect	0.0533	0.0060	0.0108
jackson_GSE125162	PIDC	normalized	500	yeast_chipunion_KDUnion_intersect	0.0420	0.0079	0.0133
jackson_GSE125162	PIDC	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0350	0.0132	0.0192
jackson_GSE125162	PIDC	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0297	0.0335	0.0315
jackson_GSE125162	PIDC	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0290	0.0546	0.0379
jackson_GSE125162	PIDC	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0277	0.1043	0.0438
jackson_GSE125162	PIDC	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0215	0.2426	0.0394
jackson_GSE125162	PIDC	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0191	0.3593	0.0362
gasch_GSE102475	SCENIC	normalized	100	hu	0.0000	0.0000	0.0000
gasch_GSE102475	SCENIC	normalized	300	hu	0.0033	0.0002	0.0003
gasch_GSE102475	SCENIC	normalized	500	hu	0.0060	0.0005	0.0009
gasch_GSE102475	SCENIC	normalized	1000	hu	0.0100	0.0016	0.0027
gasch_GSE102475	SCENIC	normalized	3000	hu	0.0217	0.0102	0.0139
gasch_GSE102475	SCENIC	normalized	5000	hu	0.0254	0.0199	0.0223
gasch_GSE102475	SCENIC	normalized	10000	hu	0.0291	0.0457	0.0356
gasch_GSE102475	SCENIC	normalized	30000	hu	0.0336	0.1581	0.0554
gasch_GSE102475	SCENIC	normalized	50000	hu	0.0322	0.2530	0.0572
gasch_GSE102475	SCENIC	normalized	100	mac2	0.0000	0.0000	0.0000
gasch_GSE102475	SCENIC	normalized	300	mac2	0.0133	0.0018	0.0032
gasch_GSE102475	SCENIC	normalized	500	mac2	0.0180	0.0041	0.0067
gasch_GSE102475	SCENIC	normalized	1000	mac2	0.0220	0.0101	0.0138
gasch_GSE102475	SCENIC	normalized	3000	mac2	0.0273	0.0375	0.0316
gasch_GSE102475	SCENIC	normalized	5000	mac2	0.0240	0.0549	0.0334
gasch_GSE102475	SCENIC	normalized	10000	mac2	0.0229	0.1048	0.0376
gasch_GSE102475	SCENIC	normalized	30000	mac2	0.0225	0.3088	0.0419
gasch_GSE102475	SCENIC	normalized	50000	mac2	0.0224	0.4556	0.0427
gasch_GSE102475	SCENIC	normalized	100	yeastract_c3	0.0000	0.0000	0.0000
gasch_GSE102475	SCENIC	normalized	300	yeastract_c3	0.0233	0.0030	0.0053
gasch_GSE102475	SCENIC	normalized	500	yeastract_c3	0.0260	0.0056	0.0092
gasch_GSE102475	SCENIC	normalized	1000	yeastract_c3	0.0330	0.0142	0.0198
gasch_GSE102475	SCENIC	normalized	3000	yeastract_c3	0.0420	0.0540	0.0473
gasch_GSE102475	SCENIC	normalized	5000	yeastract_c3	0.0380	0.0815	0.0518
gasch_GSE102475	SCENIC	normalized	10000	yeastract_c3	0.0316	0.1355	0.0512
gasch_GSE102475	SCENIC	normalized	30000	yeastract_c3	0.0281	0.3611	0.0521
gasch_GSE102475	SCENIC	normalized	50000	yeastract_c3	0.0256	0.5485	0.0489
gasch_GSE102475	SCENIC	normalized	100	yeastract_t2	0.0100	0.0004	0.0007
gasch_GSE102475	SCENIC	normalized	300	yeastract_t2	0.0167	0.0019	0.0035
gasch_GSE102475	SCENIC	normalized	500	yeastract_t2	0.0280	0.0055	0.0091
gasch_GSE102475	SCENIC	normalized	1000	yeastract_t2	0.0340	0.0132	0.0191
gasch_GSE102475	SCENIC	normalized	3000	yeastract_t2	0.0450	0.0526	0.0485
gasch_GSE102475	SCENIC	normalized	5000	yeastract_t2	0.0394	0.0767	0.0521
gasch_GSE102475	SCENIC	normalized	10000	yeastract_t2	0.0327	0.1274	0.0520
gasch_GSE102475	SCENIC	normalized	30000	yeastract_t2	0.0297	0.3475	0.0548
gasch_GSE102475	SCENIC	normalized	50000	yeastract_t2	0.0278	0.5411	0.0528
gasch_GSE102475	SCENIC	normalized	100	yeast_chipunion	0.0800	0.0006	0.0013
gasch_GSE102475	SCENIC	normalized	300	yeast_chipunion	0.0567	0.0014	0.0027
gasch_GSE102475	SCENIC	normalized	500	yeast_chipunion	0.0460	0.0019	0.0036
gasch_GSE102475	SCENIC	normalized	1000	yeast_chipunion	0.0450	0.0037	0.0068
gasch_GSE102475	SCENIC	normalized	3000	yeast_chipunion	0.0513	0.0125	0.0201
gasch_GSE102475	SCENIC	normalized	5000	yeast_chipunion	0.0486	0.0197	0.0281
gasch_GSE102475	SCENIC	normalized	10000	yeast_chipunion	0.0466	0.0378	0.0418
gasch_GSE102475	SCENIC	normalized	30000	yeast_chipunion	0.0438	0.1067	0.0621
gasch_GSE102475	SCENIC	normalized	50000	yeast_chipunion	0.0447	0.1815	0.0718
gasch_GSE102475	SCENIC	normalized	100	yeast_KDUnion	0.0200	0.0001	0.0002
gasch_GSE102475	SCENIC	normalized	300	yeast_KDUnion	0.0467	0.0009	0.0017
gasch_GSE102475	SCENIC	normalized	500	yeast_KDUnion	0.0540	0.0016	0.0032
gasch_GSE102475	SCENIC	normalized	1000	yeast_KDUnion	0.0660	0.0040	0.0076
gasch_GSE102475	SCENIC	normalized	3000	yeast_KDUnion	0.0757	0.0138	0.0234
gasch_GSE102475	SCENIC	normalized	5000	yeast_KDUnion	0.0726	0.0221	0.0339
gasch_GSE102475	SCENIC	normalized	10000	yeast_KDUnion	0.0650	0.0396	0.0492
gasch_GSE102475	SCENIC	normalized	30000	yeast_KDUnion	0.0561	0.1025	0.0725
gasch_GSE102475	SCENIC	normalized	50000	yeast_KDUnion	0.0521	0.1586	0.0784
gasch_GSE102475	SCENIC	normalized	100	yeast_chipunion_KDUnion_intersect	0.0200	0.0011	0.0021
gasch_GSE102475	SCENIC	normalized	300	yeast_chipunion_KDUnion_intersect	0.0100	0.0017	0.0029
gasch_GSE102475	SCENIC	normalized	500	yeast_chipunion_KDUnion_intersect	0.0200	0.0056	0.0087
gasch_GSE102475	SCENIC	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0310	0.0173	0.0222
gasch_GSE102475	SCENIC	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0360	0.0602	0.0450
gasch_GSE102475	SCENIC	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0314	0.0875	0.0462
gasch_GSE102475	SCENIC	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0299	0.1666	0.0507
gasch_GSE102475	SCENIC	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0272	0.4546	0.0513
gasch_GSE102475	SCENIC	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0259	0.5950	0.0497
han_GSE107552	SCENIC	normalized	100	hESC_encodechip	0.5100	0.0004	0.0008
han_GSE107552	SCENIC	normalized	300	hESC_encodechip	0.4267	0.0010	0.0020
han_GSE107552	SCENIC	normalized	500	hESC_encodechip	0.4260	0.0017	0.0033
han_GSE107552	SCENIC	normalized	1000	hESC_encodechip	0.4230	0.0033	0.0066
han_GSE107552	SCENIC	normalized	3000	hESC_encodechip	0.4447	0.0105	0.0204
han_GSE107552	SCENIC	normalized	5000	hESC_encodechip	0.4484	0.0176	0.0338
han_GSE107552	SCENIC	normalized	10000	hESC_encodechip	0.4596	0.0360	0.0668
han_GSE107552	SCENIC	normalized	30000	hESC_encodechip	0.4680	0.1100	0.1781
han_GSE107552	SCENIC	normalized	50000	hESC_encodechip	0.4714	0.1847	0.2654
han_GSE107552	SCENIC	normalized	100	hESC_escapechip	0.4600	0.0011	0.0023
han_GSE107552	SCENIC	normalized	300	hESC_escapechip	0.3733	0.0027	0.0055
han_GSE107552	SCENIC	normalized	500	hESC_escapechip	0.3480	0.0043	0.0084
han_GSE107552	SCENIC	normalized	1000	hESC_escapechip	0.3090	0.0076	0.0148
han_GSE107552	SCENIC	normalized	3000	hESC_escapechip	0.2510	0.0185	0.0344
han_GSE107552	SCENIC	normalized	5000	hESC_escapechip	0.2316	0.0284	0.0506
han_GSE107552	SCENIC	normalized	10000	hESC_escapechip	0.2094	0.0513	0.0825
han_GSE107552	SCENIC	normalized	30000	hESC_escapechip	0.1811	0.1332	0.1535
han_GSE107552	SCENIC	normalized	50000	hESC_escapechip	0.1737	0.2130	0.1913
han_GSE107552	SCENIC	normalized	100	hESC_chipunion	0.6500	0.0004	0.0008
han_GSE107552	SCENIC	normalized	300	hESC_chipunion	0.5267	0.0010	0.0020
han_GSE107552	SCENIC	normalized	500	hESC_chipunion	0.4800	0.0015	0.0030
han_GSE107552	SCENIC	normalized	1000	hESC_chipunion	0.4290	0.0027	0.0053
han_GSE107552	SCENIC	normalized	3000	hESC_chipunion	0.4087	0.0077	0.0150
han_GSE107552	SCENIC	normalized	5000	hESC_chipunion	0.3912	0.0122	0.0237
han_GSE107552	SCENIC	normalized	10000	hESC_chipunion	0.3782	0.0236	0.0445
han_GSE107552	SCENIC	normalized	30000	hESC_chipunion	0.3732	0.0700	0.1178
han_GSE107552	SCENIC	normalized	50000	hESC_chipunion	0.3724	0.1164	0.1773
han_GSE107552	SCENIC	normalized	100	hESC_logof	0.2600	0.0006	0.0013
han_GSE107552	SCENIC	normalized	300	hESC_logof	0.3633	0.0027	0.0053
han_GSE107552	SCENIC	normalized	500	hESC_logof	0.3480	0.0042	0.0084
han_GSE107552	SCENIC	normalized	1000	hESC_logof	0.3200	0.0078	0.0153
han_GSE107552	SCENIC	normalized	3000	hESC_logof	0.2593	0.0190	0.0354
han_GSE107552	SCENIC	normalized	5000	hESC_logof	0.2300	0.0281	0.0500
han_GSE107552	SCENIC	normalized	10000	hESC_logof	0.1956	0.0478	0.0768
han_GSE107552	SCENIC	normalized	30000	hESC_logof	0.1606	0.1176	0.1358
han_GSE107552	SCENIC	normalized	50000	hESC_logof	0.1454	0.1776	0.1599
han_GSE107552	SCENIC	normalized	100	hESC_nishiyama	0.1500	0.0002	0.0005
han_GSE107552	SCENIC	normalized	300	hESC_nishiyama	0.1233	0.0006	0.0012
han_GSE107552	SCENIC	normalized	500	hESC_nishiyama	0.1340	0.0011	0.0022
han_GSE107552	SCENIC	normalized	1000	hESC_nishiyama	0.1530	0.0025	0.0050
han_GSE107552	SCENIC	normalized	3000	hESC_nishiyama	0.1263	0.0063	0.0120
han_GSE107552	SCENIC	normalized	5000	hESC_nishiyama	0.1132	0.0094	0.0173
han_GSE107552	SCENIC	normalized	10000	hESC_nishiyama	0.0983	0.0163	0.0280
han_GSE107552	SCENIC	normalized	30000	hESC_nishiyama	0.0833	0.0415	0.0554
han_GSE107552	SCENIC	normalized	50000	hESC_nishiyama	0.0785	0.0652	0.0712
han_GSE107552	SCENIC	normalized	100	hESC_KDUnion	0.1500	0.0002	0.0004
han_GSE107552	SCENIC	normalized	300	hESC_KDUnion	0.1567	0.0006	0.0012
han_GSE107552	SCENIC	normalized	500	hESC_KDUnion	0.1760	0.0012	0.0023
han_GSE107552	SCENIC	normalized	1000	hESC_KDUnion	0.2020	0.0026	0.0052
han_GSE107552	SCENIC	normalized	3000	hESC_KDUnion	0.1750	0.0069	0.0132
han_GSE107552	SCENIC	normalized	5000	hESC_KDUnion	0.1652	0.0108	0.0203
han_GSE107552	SCENIC	normalized	10000	hESC_KDUnion	0.1399	0.0183	0.0324
han_GSE107552	SCENIC	normalized	30000	hESC_KDUnion	0.1120	0.0441	0.0632
han_GSE107552	SCENIC	normalized	50000	hESC_KDUnion	0.1038	0.0681	0.0822
han_GSE107552	SCENIC	normalized	100	hESC_chipunion_KDUnion_intersect	0.3800	0.0045	0.0089
han_GSE107552	SCENIC	normalized	300	hESC_chipunion_KDUnion_intersect	0.3267	0.0116	0.0224
han_GSE107552	SCENIC	normalized	500	hESC_chipunion_KDUnion_intersect	0.2840	0.0168	0.0317
han_GSE107552	SCENIC	normalized	1000	hESC_chipunion_KDUnion_intersect	0.2420	0.0286	0.0511
han_GSE107552	SCENIC	normalized	3000	hESC_chipunion_KDUnion_intersect	0.1647	0.0584	0.0862
han_GSE107552	SCENIC	normalized	5000	hESC_chipunion_KDUnion_intersect	0.1380	0.0815	0.1025
han_GSE107552	SCENIC	normalized	10000	hESC_chipunion_KDUnion_intersect	0.1114	0.1316	0.1207
han_GSE107552	SCENIC	normalized	30000	hESC_chipunion_KDUnion_intersect	0.0796	0.2823	0.1242
han_GSE107552	SCENIC	normalized	50000	hESC_chipunion_KDUnion_intersect	0.0764	0.3174	0.1231
han_GSE107552	SCENIC	normalized	100	hESC_lit	0.2700	0.1189	0.1651
han_GSE107552	SCENIC	normalized	300	hESC_lit	0.1533	0.2026	0.1746
han_GSE107552	SCENIC	normalized	500	hESC_lit	0.1280	0.2819	0.1761
han_GSE107552	SCENIC	normalized	1000	hESC_lit	0.1125	0.4670	0.1814
han_GSE107552	SCENIC	normalized	3000	hESC_lit	0.1125	0.4670	0.1814
han_GSE107552	SCENIC	normalized	5000	hESC_lit	0.1125	0.4670	0.1814
han_GSE107552	SCENIC	normalized	10000	hESC_lit	0.1125	0.4670	0.1814
han_GSE107552	SCENIC	normalized	30000	hESC_lit	0.1125	0.4670	0.1814
han_GSE107552	SCENIC	normalized	50000	hESC_lit	0.1125	0.4670	0.1814
sridharan_A2S	SCENIC	normalized	100	mESC_escapechip	0.4700	0.0012	0.0024
sridharan_A2S	SCENIC	normalized	300	mESC_escapechip	0.3967	0.0030	0.0060
sridharan_A2S	SCENIC	normalized	500	mESC_escapechip	0.3760	0.0048	0.0095
sridharan_A2S	SCENIC	normalized	1000	mESC_escapechip	0.3240	0.0083	0.0161
sridharan_A2S	SCENIC	normalized	3000	mESC_escapechip	0.2820	0.0216	0.0401
sridharan_A2S	SCENIC	normalized	5000	mESC_escapechip	0.2592	0.0331	0.0586
sridharan_A2S	SCENIC	normalized	10000	mESC_escapechip	0.2320	0.0592	0.0943
sridharan_A2S	SCENIC	normalized	30000	mESC_escapechip	0.2053	0.1572	0.1780
sridharan_A2S	SCENIC	normalized	50000	mESC_escapechip	0.1957	0.2496	0.2194
sridharan_A2S	SCENIC	normalized	100	mESC_encodechip	0.5000	0.0196	0.0377
sridharan_A2S	SCENIC	normalized	300	mESC_encodechip	0.4033	0.0474	0.0849
sridharan_A2S	SCENIC	normalized	500	mESC_encodechip	0.3660	0.0717	0.1199
sridharan_A2S	SCENIC	normalized	1000	mESC_encodechip	0.3400	0.1332	0.1914
sridharan_A2S	SCENIC	normalized	3000	mESC_encodechip	0.2787	0.3276	0.3012
sridharan_A2S	SCENIC	normalized	5000	mESC_encodechip	0.2478	0.4726	0.3252
sridharan_A2S	SCENIC	normalized	10000	mESC_encodechip	0.2478	0.4726	0.3252
sridharan_A2S	SCENIC	normalized	30000	mESC_encodechip	0.2478	0.4726	0.3252
sridharan_A2S	SCENIC	normalized	50000	mESC_encodechip	0.2478	0.4726	0.3252
sridharan_A2S	SCENIC	normalized	100	mESC_chipunion	0.4800	0.0012	0.0024
sridharan_A2S	SCENIC	normalized	300	mESC_chipunion	0.4067	0.0031	0.0061
sridharan_A2S	SCENIC	normalized	500	mESC_chipunion	0.3880	0.0049	0.0096
sridharan_A2S	SCENIC	normalized	1000	mESC_chipunion	0.3330	0.0084	0.0163
sridharan_A2S	SCENIC	normalized	3000	mESC_chipunion	0.2907	0.0219	0.0407
sridharan_A2S	SCENIC	normalized	5000	mESC_chipunion	0.2672	0.0335	0.0595
sridharan_A2S	SCENIC	normalized	10000	mESC_chipunion	0.2389	0.0599	0.0958
sridharan_A2S	SCENIC	normalized	30000	mESC_chipunion	0.2100	0.1580	0.1803
sridharan_A2S	SCENIC	normalized	50000	mESC_chipunion	0.1998	0.2506	0.2223
sridharan_A2S	SCENIC	normalized	100	mESC_logof	0.3200	0.0009	0.0019
sridharan_A2S	SCENIC	normalized	300	mESC_logof	0.2633	0.0023	0.0046
sridharan_A2S	SCENIC	normalized	500	mESC_logof	0.2440	0.0036	0.0071
sridharan_A2S	SCENIC	normalized	1000	mESC_logof	0.2200	0.0065	0.0127
sridharan_A2S	SCENIC	normalized	3000	mESC_logof	0.1880	0.0167	0.0307
sridharan_A2S	SCENIC	normalized	5000	mESC_logof	0.1754	0.0260	0.0453
sridharan_A2S	SCENIC	normalized	10000	mESC_logof	0.1585	0.0470	0.0725
sridharan_A2S	SCENIC	normalized	30000	mESC_logof	0.1316	0.1170	0.1239
sridharan_A2S	SCENIC	normalized	50000	mESC_logof	0.1206	0.1787	0.1440
sridharan_A2S	SCENIC	normalized	100	mESC_nishiyama	0.1500	0.0003	0.0007
sridharan_A2S	SCENIC	normalized	300	mESC_nishiyama	0.1000	0.0007	0.0013
sridharan_A2S	SCENIC	normalized	500	mESC_nishiyama	0.0840	0.0009	0.0018
sridharan_A2S	SCENIC	normalized	1000	mESC_nishiyama	0.0720	0.0016	0.0031
sridharan_A2S	SCENIC	normalized	3000	mESC_nishiyama	0.0667	0.0044	0.0083
sridharan_A2S	SCENIC	normalized	5000	mESC_nishiyama	0.0636	0.0071	0.0127
sridharan_A2S	SCENIC	normalized	10000	mESC_nishiyama	0.0619	0.0137	0.0225
sridharan_A2S	SCENIC	normalized	30000	mESC_nishiyama	0.0576	0.0383	0.0460
sridharan_A2S	SCENIC	normalized	50000	mESC_nishiyama	0.0543	0.0603	0.0572
sridharan_A2S	SCENIC	normalized	100	mESC_KDUnion	0.2000	0.0003	0.0007
sridharan_A2S	SCENIC	normalized	300	mESC_KDUnion	0.1567	0.0008	0.0016
sridharan_A2S	SCENIC	normalized	500	mESC_KDUnion	0.1400	0.0012	0.0024
sridharan_A2S	SCENIC	normalized	1000	mESC_KDUnion	0.1250	0.0022	0.0042
sridharan_A2S	SCENIC	normalized	3000	mESC_KDUnion	0.1100	0.0057	0.0108
sridharan_A2S	SCENIC	normalized	5000	mESC_KDUnion	0.1044	0.0090	0.0166
sridharan_A2S	SCENIC	normalized	10000	mESC_KDUnion	0.0992	0.0172	0.0292
sridharan_A2S	SCENIC	normalized	30000	mESC_KDUnion	0.0878	0.0455	0.0600
sridharan_A2S	SCENIC	normalized	50000	mESC_KDUnion	0.0820	0.0709	0.0760
sridharan_A2S	SCENIC	normalized	100	mESC_chipunion_KDUnion_intersect	0.3600	0.0050	0.0099
sridharan_A2S	SCENIC	normalized	300	mESC_chipunion_KDUnion_intersect	0.2233	0.0094	0.0180
sridharan_A2S	SCENIC	normalized	500	mESC_chipunion_KDUnion_intersect	0.1860	0.0130	0.0243
sridharan_A2S	SCENIC	normalized	1000	mESC_chipunion_KDUnion_intersect	0.1620	0.0226	0.0397
sridharan_A2S	SCENIC	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1323	0.0555	0.0782
sridharan_A2S	SCENIC	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1214	0.0848	0.0999
sridharan_A2S	SCENIC	normalized	10000	mESC_chipunion_KDUnion_intersect	0.1041	0.1455	0.1213
sridharan_A2S	SCENIC	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0782	0.3278	0.1263
sridharan_A2S	SCENIC	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0732	0.4583	0.1263
sridharan_A2S	SCENIC	normalized	100	mESC_ATAC_Day4Day6Union	0.2000	0.0005	0.0009
sridharan_A2S	SCENIC	normalized	300	mESC_ATAC_Day4Day6Union	0.1867	0.0013	0.0026
sridharan_A2S	SCENIC	normalized	500	mESC_ATAC_Day4Day6Union	0.1780	0.0021	0.0041
sridharan_A2S	SCENIC	normalized	1000	mESC_ATAC_Day4Day6Union	0.1640	0.0038	0.0075
sridharan_A2S	SCENIC	normalized	3000	mESC_ATAC_Day4Day6Union	0.1493	0.0105	0.0195
sridharan_A2S	SCENIC	normalized	5000	mESC_ATAC_Day4Day6Union	0.1398	0.0163	0.0292
sridharan_A2S	SCENIC	normalized	10000	mESC_ATAC_Day4Day6Union	0.1329	0.0310	0.0503
sridharan_A2S	SCENIC	normalized	30000	mESC_ATAC_Day4Day6Union	0.1259	0.0882	0.1037
sridharan_A2S	SCENIC	normalized	50000	mESC_ATAC_Day4Day6Union	0.1223	0.1428	0.1317
sridharan_A2S	SCENIC	normalized	100	mESC_lit	0.2600	0.1307	0.1739
sridharan_A2S	SCENIC	normalized	300	mESC_lit	0.2133	0.3216	0.2565
sridharan_A2S	SCENIC	normalized	500	mESC_lit	0.1640	0.4121	0.2346
sridharan_A2S	SCENIC	normalized	1000	mESC_lit	0.1320	0.6633	0.2202
sridharan_A2S	SCENIC	normalized	3000	mESC_lit	0.1292	0.6734	0.2168
sridharan_A2S	SCENIC	normalized	5000	mESC_lit	0.1292	0.6734	0.2168
sridharan_A2S	SCENIC	normalized	10000	mESC_lit	0.1292	0.6734	0.2168
sridharan_A2S	SCENIC	normalized	30000	mESC_lit	0.1292	0.6734	0.2168
sridharan_A2S	SCENIC	normalized	50000	mESC_lit	0.1292	0.6734	0.2168
sridharan_FBS	SCENIC	normalized	100	mESC_escapechip	0.4000	0.0011	0.0021
sridharan_FBS	SCENIC	normalized	300	mESC_escapechip	0.3600	0.0028	0.0056
sridharan_FBS	SCENIC	normalized	500	mESC_escapechip	0.3500	0.0046	0.0091
sridharan_FBS	SCENIC	normalized	1000	mESC_escapechip	0.3320	0.0087	0.0170
sridharan_FBS	SCENIC	normalized	3000	mESC_escapechip	0.2800	0.0221	0.0409
sridharan_FBS	SCENIC	normalized	5000	mESC_escapechip	0.2554	0.0336	0.0593
sridharan_FBS	SCENIC	normalized	10000	mESC_escapechip	0.2349	0.0617	0.0978
sridharan_FBS	SCENIC	normalized	30000	mESC_escapechip	0.2086	0.1644	0.1839
sridharan_FBS	SCENIC	normalized	50000	mESC_escapechip	0.1955	0.2569	0.2220
sridharan_FBS	SCENIC	normalized	100	mESC_encodechip	0.6100	0.0240	0.0462
sridharan_FBS	SCENIC	normalized	300	mESC_encodechip	0.4967	0.0586	0.1049
sridharan_FBS	SCENIC	normalized	500	mESC_encodechip	0.4400	0.0866	0.1447
sridharan_FBS	SCENIC	normalized	1000	mESC_encodechip	0.3540	0.1393	0.1999
sridharan_FBS	SCENIC	normalized	3000	mESC_encodechip	0.2727	0.3219	0.2953
sridharan_FBS	SCENIC	normalized	5000	mESC_encodechip	0.2599	0.3735	0.3065
sridharan_FBS	SCENIC	normalized	10000	mESC_encodechip	0.2599	0.3735	0.3065
sridharan_FBS	SCENIC	normalized	30000	mESC_encodechip	0.2599	0.3735	0.3065
sridharan_FBS	SCENIC	normalized	50000	mESC_encodechip	0.2599	0.3735	0.3065
sridharan_FBS	SCENIC	normalized	100	mESC_chipunion	0.4000	0.0010	0.0021
sridharan_FBS	SCENIC	normalized	300	mESC_chipunion	0.3600	0.0028	0.0055
sridharan_FBS	SCENIC	normalized	500	mESC_chipunion	0.3520	0.0045	0.0090
sridharan_FBS	SCENIC	normalized	1000	mESC_chipunion	0.3360	0.0087	0.0169
sridharan_FBS	SCENIC	normalized	3000	mESC_chipunion	0.2857	0.0221	0.0411
sridharan_FBS	SCENIC	normalized	5000	mESC_chipunion	0.2610	0.0337	0.0597
sridharan_FBS	SCENIC	normalized	10000	mESC_chipunion	0.2405	0.0621	0.0987
sridharan_FBS	SCENIC	normalized	30000	mESC_chipunion	0.2127	0.1648	0.1857
sridharan_FBS	SCENIC	normalized	50000	mESC_chipunion	0.1989	0.2567	0.2241
sridharan_FBS	SCENIC	normalized	100	mESC_logof	0.2000	0.0006	0.0013
sridharan_FBS	SCENIC	normalized	300	mESC_logof	0.2000	0.0019	0.0038
sridharan_FBS	SCENIC	normalized	500	mESC_logof	0.2040	0.0033	0.0064
sridharan_FBS	SCENIC	normalized	1000	mESC_logof	0.2080	0.0067	0.0129
sridharan_FBS	SCENIC	normalized	3000	mESC_logof	0.1790	0.0172	0.0313
sridharan_FBS	SCENIC	normalized	5000	mESC_logof	0.1714	0.0274	0.0473
